movie,genre
Left Behind: The Movie (2000),Thriller
"Lost Boys, The (1987)",Thriller
Murder at 1600 (1997),Thriller
"In Crowd, The (2000)",Thriller
"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Thriller
Funny Games (1997),Thriller
"Wicker Man, The (1973)",Thriller
You're Next (2011),Thriller
Felicia's Journey (1999),Thriller
"Man Who Knew Too Little, The (1997)",Thriller
Devil (2010),Thriller
"Assassination of Richard Nixon, The (2004)",Thriller
"Element of Crime, The (Forbrydelsens Element) (1984)",Thriller
Rambo III (1988),Thriller
"Mechanic, The (2011)",Thriller
Shooter (2007),Thriller
Saw III (2006),Thriller
Blade (1998),Thriller
Resolution (2012),Thriller
Layer Cake (2004),Thriller
"Brass Teapot, The (2012)",Thriller
Inhale (2010),Thriller
Henry: Portrait of a Serial Killer (1986),Thriller
"Bourne Identity, The (1988)",Thriller
Europa (Zentropa) (1991),Thriller
"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)",Thriller
Cigarette Burns (2005),Thriller
Bring Me the Head of Alfredo Garcia (1974),Thriller
Hatchet II (2010),Thriller
"Postman Always Rings Twice, The (1946)",Thriller
Sweeney Todd (2006),Thriller
Puppet Master 4 (1993),Thriller
Strange Days (1995),Thriller
Dead Man's Shoes (2004),Thriller
Fargo (1996),Thriller
"Mummy, The (1999)",Thriller
John Wick (2014),Thriller
Flightplan (2005),Thriller
National Treasure (2004),Thriller
"Informant!, The (2009)",Thriller
"Assignment, The (1997)",Thriller
[REC]³ 3 Génesis (2012),Thriller
Nancy Drew (2007),Thriller
Lady in White (a.k.a. The Mystery of the Lady in White) (1988),Thriller
Twilight (1998),Thriller
By the Gun (2014),Thriller
Legend (2015),Thriller
Saw II (2005),Thriller
Last Man Standing (1996),Thriller
"Crazies, The (2010)",Thriller
Urban Legend (1998),Thriller
Mulholland Drive (2001),Thriller
Obsessed (2009),Thriller
"Clockwork Orange, A (1971)",Thriller
Sleepers (1996),Thriller
Godzilla (1998),Thriller
"Core, The (2003)",Thriller
Teenage Mutant Ninja Turtles: Turtles Forever (2009),Thriller
Inhuman Resources (Redd Inc.) (2012),Thriller
Transporter 2 (2005),Thriller
"Langoliers, The (1995)",Thriller
"Long Kiss Goodnight, The (1996)",Thriller
Broken Arrow (1996),Thriller
Untraceable (2008),Thriller
Taxi Driver (1976),Thriller
Village of the Damned (1960),Thriller
Dead Ringers (1988),Thriller
Priest (2011),Thriller
"Departed, The (2006)",Thriller
"Juror, The (1996)",Thriller
High Sierra (1941),Thriller
Live Free or Die Hard (2007),Thriller
Eden Lake (2008),Thriller
"Zone, The (La Zona) (2007)",Thriller
"Femme Nikita, La (Nikita) (1990)",Thriller
Get Carter (2000),Thriller
"Others, The (2001)",Thriller
Dark Tide (2012),Thriller
12 Rounds (2009),Thriller
Repo Men (2010),Thriller
Eastern Promises (2007),Thriller
Sucker Punch (2011),Thriller
Taken 3 (2015),Thriller
Alone in the Dark (2005),Thriller
Night Watch (Nochnoy dozor) (2004),Thriller
Mother (Madeo) (2009),Thriller
"Bourne Identity, The (2002)",Thriller
X-Men Origins: Wolverine (2009),Thriller
Abduction (2011),Thriller
"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",Thriller
Ultraviolet (2006),Thriller
Takers (2010),Thriller
1408 (2007),Thriller
...And Justice for All (1979),Thriller
Paparazzi (2004),Thriller
"Uninvited, The (2009)",Thriller
"Abyss, The (1989)",Thriller
Obsession (1976),Thriller
Flatliners (1990),Thriller
"Diamond Arm, The (Brilliantovaya ruka) (1968)",Thriller
Slow West (2015),Thriller
Jeepers Creepers 2 (2003),Thriller
Shutter Island (2010),Thriller
"Thirteenth Floor, The (1999)",Thriller
Nerve (2016),Thriller
The Devil's Advocate (1997),Thriller
ARQ (2016),Thriller
"Mummy: Tomb of the Dragon Emperor, The (2008)",Thriller
When a Stranger Calls (1979),Thriller
Killing Zoe (1994),Thriller
Money Train (1995),Thriller
"Iceman, The (2012)",Thriller
Triangle (2009),Thriller
Shadow Dancer (2012),Thriller
"Hurt Locker, The (2008)",Thriller
Topkapi (1964),Thriller
Trilogy of Terror (1975),Thriller
G.I. Joe: The Rise of Cobra (2009),Thriller
In Hell (2003),Thriller
Batman & Robin (1997),Thriller
Mission: Impossible III (2006),Thriller
Best Seller (1987),Thriller
Shaft (2000),Thriller
"Quiet American, The (2002)",Thriller
Notorious (1946),Thriller
xXx: State of the Union (2005),Thriller
Felony (2013),Thriller
Gossip (2000),Thriller
"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",Thriller
Kill Me Three Times (2014),Thriller
State of Play (2009),Thriller
"X-Files: I Want to Believe, The (2008)",Thriller
Poison Ivy II (1996),Thriller
"Manchurian Candidate, The (1962)",Thriller
One False Move (1992),Thriller
"Lost World: Jurassic Park, The (1997)",Thriller
Zipper (2015),Thriller
Frenzy (1972),Thriller
"Living Daylights, The (1987)",Thriller
Hamlet (2000),Thriller
Collateral (2004),Thriller
What Ever Happened to Baby Jane? (1962),Thriller
Throne of Blood (Kumonosu jô) (1957),Thriller
"Hills Have Eyes, The (2006)",Thriller
Amores Perros (Love's a Bitch) (2000),Thriller
Edmond (2005),Thriller
"Fog, The (2005)",Thriller
Behind the Mask: The Rise of Leslie Vernon (2006),Thriller
Scanners (1981),Thriller
Cliffhanger (1993),Thriller
"Few Good Men, A (1992)",Thriller
Battlestar Galactica: Razor (2007),Thriller
Perfume: The Story of a Murderer (2006),Thriller
They (2002),Thriller
Witness (1985),Thriller
Severance (2006),Thriller
"History of Violence, A (2005)",Thriller
Identity (2003),Thriller
Hostage (2005),Thriller
Frequency (2000),Thriller
The Finest Hours (2016),Thriller
Children of the Damned (1963),Thriller
Exit Wounds (2001),Thriller
Die Hard: With a Vengeance (1995),Thriller
Fresh (1994),Thriller
Run All Night (2015),Thriller
F/X (1986),Thriller
Wicker Park (2004),Thriller
Derailed (2002),Thriller
Under the Skin (2013),Thriller
Traffic (2000),Thriller
Derailed (2005),Thriller
Fight Club (1999),Thriller
"Den, The (2013)",Thriller
Hands Off the Loot (Touchez pas au grisbi) (1954),Thriller
Minority Report (2002),Thriller
Hollow Man (2000),Thriller
Rules of Engagement (2000),Thriller
"Village, The (2004)",Thriller
Halloween II (2009),Thriller
Invasion of the Body Snatchers (1978),Thriller
Only God Forgives (2013),Thriller
Licence to Kill (1989),Thriller
To Catch a Thief (1955),Thriller
Live and Let Die (1973),Thriller
Taking Lives (2004),Thriller
"Fast and the Furious, The (2001)",Thriller
Seven (a.k.a. Se7en) (1995),Thriller
Constantine (2005),Thriller
"Ruins, The (2008)",Thriller
"Sorry, Wrong Number (1948)",Thriller
Cabin Fever (2002),Thriller
Jonah Hex (2010),Thriller
Day Watch (Dnevnoy dozor) (2006),Thriller
American Psycho II: All American Girl (2002),Thriller
Underworld (1996),Thriller
Lantana (2001),Thriller
To Have and Have Not (1944),Thriller
San Andreas (2015),Thriller
X-Men: First Class (2011),Thriller
Nick of Time (1995),Thriller
Subway (1985),Thriller
Armageddon (1998),Thriller
Hell Ride (2008),Thriller
Don't Look Now (1973),Thriller
"Stendhal Syndrome, The (Sindrome di Stendhal, La) (1996)",Thriller
Air Force One (1997),Thriller
"Last Seduction, The (1994)",Thriller
"Getaway, The (1994)",Thriller
"Rules of Attraction, The (2002)",Thriller
Mission: Impossible II (2000),Thriller
The Drop (2014),Thriller
Exam (2009),Thriller
Freeway (1996),Thriller
To Live and Die in L.A. (1985),Thriller
Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto) (1970),Thriller
Fallen (1998),Thriller
96 Minutes (2011) ,Thriller
Ichi the Killer (Koroshiya 1) (2001),Thriller
Enemy of the State (1998),Thriller
Confidence (2003),Thriller
Shark Night 3D (2011),Thriller
Enigma (2001),Thriller
"Eyewitness (Janitor, The) (1981)",Thriller
Partisan (2015),Thriller
"Hush... Hush, Sweet Charlotte (1964)",Thriller
Man Bites Dog (C'est arrivé près de chez vous) (1992),Thriller
Barton Fink (1991),Thriller
"Machine Girl, The (Kataude mashin gâru) (2008)",Thriller
Insomnia (2002),Thriller
All Good Things (2010),Thriller
"Scanner Darkly, A (2006)",Thriller
Pontypool (2008),Thriller
Rollercoaster (1977),Thriller
Fulltime Killer (Chuen jik sat sau) (2001),Thriller
"Order, The (2001)",Thriller
"39 Steps, The (1935)",Thriller
The Darkest Minds (2018),Thriller
Octopussy (1983),Thriller
The Thinning (2016),Thriller
The Machinist (2004),Thriller
"Fast Five (Fast and the Furious 5, The) (2011)",Thriller
Earthquake (1974),Thriller
Texas Chainsaw 3D (2013),Thriller
Killer Elite (2011),Thriller
Twilight Zone: The Movie (1983),Thriller
Resident Evil: Afterlife (2010),Thriller
Splice (2009),Thriller
Case 39 (2009),Thriller
Death Race 2 (2010),Thriller
From the Earth to the Moon (1998),Thriller
"Kingdom, The (2007)",Thriller
Ugetsu (Ugetsu monogatari) (1953),Thriller
127 Hours (2010),Thriller
Next (2007),Thriller
"Amityville Horror, The (1979)",Thriller
"Rookie, The (1990)",Thriller
The Great Hypnotist (2014),Thriller
The Gambler (2014),Thriller
Careful What You Wish For (2015),Thriller
Fay Grim (2006),Thriller
"Parallax View, The (1974)",Thriller
Wanted (2008),Thriller
"Texas Chainsaw Massacre: The Beginning, The (2006)",Thriller
Mighty Joe Young (1998),Thriller
M (1931),Thriller
Too Late for Tears (1949),Thriller
Insidious: Chapter 3 (2015),Thriller
This Gun for Hire (1942),Thriller
In Time (2011),Thriller
Switchback (1997),Thriller
"Body Snatcher, The (1945)",Thriller
"Impossible, The (Imposible, Lo) (2012)",Thriller
"Island of Dr. Moreau, The (1996)",Thriller
That Demon Within (2014),Thriller
Charlie's Angels: Full Throttle (2003),Thriller
"Good German, The (2006)",Thriller
Contagion (2011),Thriller
"Real McCoy, The (1993)",Thriller
"Getaway, The (1972)",Thriller
Inferno (2016),Thriller
Monday (2000),Thriller
Get Shorty (1995),Thriller
Orphan (2009),Thriller
Nine Queens (Nueve reinas) (2000),Thriller
Dragonheart 2: A New Beginning (2000),Thriller
"Adjustment Bureau, The (2011)",Thriller
Race to Witch Mountain (2009),Thriller
Hard Candy (2005),Thriller
Shallow Grave (1994),Thriller
Airport 1975 (1974),Thriller
"Constant Gardener, The (2005)",Thriller
Them! (1954),Thriller
Sudden Impact (1983),Thriller
Bridge of Spies (2015),Thriller
Burke and Hare (2010),Thriller
Body Snatchers (1993),Thriller
The Survivalist (2015),Thriller
Dreamcatcher (2003),Thriller
Fido (2006),Thriller
16 Blocks (2006),Thriller
Da Sweet Blood of Jesus (2014),Thriller
Family Plot (1976),Thriller
"Towering Inferno, The (1974)",Thriller
The Handmaiden (2016),Thriller
Survivor (2015),Thriller
The Wailing (2016),Thriller
Source Code (2011),Thriller
Collision Course (1989),Thriller
Cellular (2004),Thriller
"Ice Harvest, The (2005)",Thriller
Nocturnal Animals,Thriller
John Wick: Chapter Two (2017),Thriller
Munich (2005),Thriller
And Now... Ladies and Gentlemen... (2002),Thriller
Into the Blue (2005),Thriller
"Hunt for Red October, The (1990)",Thriller
Lethal Weapon 4 (1998),Thriller
All the President's Men (1976),Thriller
Heat (1995),Thriller
First Reformed (2017),Thriller
"Good Son, The (1993)",Thriller
"Black Dahlia, The (2006)",Thriller
Jaws 2 (1978),Thriller
Looker (1981),Thriller
Man on Fire (2004),Thriller
Black Sea (2015),Thriller
Body (2015),Thriller
Black Christmas (2006),Thriller
First Snow (2006),Thriller
First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),Thriller
Final Analysis (1992),Thriller
Buried (2010),Thriller
Strange Circus (Kimyô na sâkasu) (2005),Thriller
"Baader Meinhof Komplex, Der (2008)",Thriller
Blind Date (1984),Thriller
Trapped (2002),Thriller
Colonia (2016),Thriller
Torn Curtain (1966),Thriller
One Hour Photo (2002),Thriller
Once a Thief (Zong heng si hai) (1991),Thriller
"Snowtown (Snowtown Murders, The) (2011)",Thriller
Pusher II: With Blood on My Hands (2004),Thriller
Incognito (1997),Thriller
"House of the Devil, The (2009)",Thriller
Payback (1999),Thriller
"Thing, The (1982)",Thriller
Phenomena (a.k.a. Creepers) (1985),Thriller
Coraline (2009),Thriller
"Lords of Salem, The (2012)",Thriller
Salvador (1986),Thriller
"Firm, The (1993)",Thriller
Dominion: Prequel to the Exorcist (2005),Thriller
Retroactive (1997),Thriller
Hideaway (1995),Thriller
Mercury Rising (1998),Thriller
The Cloverfield Paradox (2018),Thriller
Shattered (1991),Thriller
House at the End of the Street (2012),Thriller
Ripley's Game (2002),Thriller
"One, The (2001)",Thriller
Thunderball (1965),Thriller
Sherlock: The Abominable Bride (2016),Thriller
Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002),Thriller
Murder on the Orient Express (1974),Thriller
Entrapment (1999),Thriller
Pride and Prejudice and Zombies (2016),Thriller
Night of the Lepus (1972),Thriller
Goldfinger (1964),Thriller
"Crossing Guard, The (1995)",Thriller
In Dreams (1999),Thriller
Sin City: A Dame to Kill For (2014),Thriller
Skyfall (2012),Thriller
Domino (2005),Thriller
"View to a Kill, A (1985)",Thriller
Kidnapping Mr. Heineken (2015),Thriller
Cure (1997),Thriller
Star Trek: First Contact (1996),Thriller
Screamers (1995),Thriller
Stage Fright (1950),Thriller
Ghost Rider: Spirit of Vengeance (2012),Thriller
Firefox (1982),Thriller
Jumper (2008),Thriller
Ex Machina (2015),Thriller
Red Hill (2010),Thriller
Fatal Attraction (1987),Thriller
Infernal Affairs (Mou gaan dou) (2002),Thriller
Candyman (1992),Thriller
Lara Croft Tomb Raider: The Cradle of Life (2003),Thriller
Tormented (1960),Thriller
The Count of Monte Cristo (2002),Thriller
Shadows and Fog (1991),Thriller
Disturbia (2007),Thriller
"Ninth Gate, The (1999)",Thriller
Mississippi Burning (1988),Thriller
Judgment Night (1993),Thriller
Vice (2015),Thriller
Secret Agent (1936),Thriller
Rear Window (1954),Thriller
Red Planet (2000),Thriller
Eyes of Laura Mars (1978),Thriller
Owning Mahowny (2003),Thriller
"Twilight Saga: Eclipse, The (2010)",Thriller
Night of the Living Dead (1968),Thriller
"American, The (2010)",Thriller
"Collector, The (2009)",Thriller
Mission: Impossible (1996),Thriller
Dead or Alive: Final (2002),Thriller
Something Wicked This Way Comes (1983),Thriller
Death and the Maiden (1994),Thriller
Poltergeist (1982),Thriller
"Defiant Ones, The (1958)",Thriller
This Must Be the Place (2011),Thriller
Standoff (2016),Thriller
Diabolique (1996),Thriller
"Boys from Brazil, The (1978)",Thriller
"Bad Seed, The (1956)",Thriller
"Lock, Stock & Two Smoking Barrels (1998)",Thriller
The Shallows (2016),Thriller
Training Day (2001),Thriller
Tears of the Sun (2003),Thriller
"X-Files: Fight the Future, The (1998)",Thriller
"Girl Next Door, The (2007)",Thriller
Bound (1996),Thriller
"Silence of the Lambs, The (1991)",Thriller
Puppet Master II (1991),Thriller
True Crime (1999),Thriller
The Hunger Games: Mockingjay - Part 1 (2014),Thriller
"Whistleblower, The (2010)",Thriller
All the Boys Love Mandy Lane (2006),Thriller
I Am Number Four (2011),Thriller
In Too Deep (1999),Thriller
Quantum of Solace (2008),Thriller
"Hunting Party, The (2007)",Thriller
Unleashed (Danny the Dog) (2005),Thriller
After Hours (1985),Thriller
Red Dragon (2002),Thriller
Executive Decision (1996),Thriller
Hannibal Rising (2007),Thriller
Pawn (2013),Thriller
Wolf (1994),Thriller
Get Carter (1971),Thriller
15 Minutes (2001),Thriller
The Fate of the Furious (2017),Thriller
